0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	3
88	266
89	626
90	995
91	1253
92	1594
93	1817
94	2032
95	2300
96	2589
97	2445
98	2241
99	2163
100	2133
101	2359
102	2446
103	2815
104	3026
105	3288
106	3397
107	3494
108	3731
109	3973
110	4903
111	6541
112	8706
113	10640
114	12659
115	13895
116	13707
117	12712
118	10922
119	7722
120	4443
121	2527
122	1652
123	1273
124	1206
125	1206
126	1162
127	1343
128	1419
129	1425
130	1525
131	1679
132	1566
133	1683
134	1772
135	1859
136	1908
137	1952
138	2036
139	2075
140	2166
141	2254
142	2252
143	2265
144	2272
145	2417
146	2453
147	2377
148	2542
149	2379
150	2427
151	2259
152	2068
153	1870
154	1726
155	1470
156	1105
157	686
158	363
159	102
160	35
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
