0	1
1	3
2	4
3	8
4	6
5	12
6	25
7	41
8	37
9	49
10	81
11	88
12	119
13	139
14	160
15	166
16	165
17	227
18	281
19	253
20	297
21	322
22	357
23	384
24	450
25	462
26	451
27	531
28	534
29	554
30	580
31	587
32	619
33	641
34	622
35	613
36	596
37	573
38	662
39	626
40	654
41	694
42	708
43	695
44	742
45	821
46	805
47	768
48	858
49	855
50	843
51	958
52	989
53	1079
54	993
55	1144
56	1177
57	1275
58	1346
59	1451
60	1560
61	1664
62	1857
63	2043
64	2336
65	2586
66	2951
67	3399
68	4006
69	4992
70	6112
71	7451
72	9216
73	10951
74	12521
75	14004
76	14565
77	14964
78	14393
79	13225
80	11731
81	10057
82	8477
83	6701
84	5240
85	3681
86	2540
87	1599
88	1002
89	689
90	478
91	301
92	225
93	172
94	136
95	126
96	110
97	112
98	94
99	91
100	72
101	87
102	65
103	84
104	79
105	105
106	150
107	278
108	433
109	632
110	852
111	1032
112	1027
113	1032
114	1020
115	1073
116	965
117	994
118	951
119	925
120	994
121	898
122	875
123	772
124	601
125	521
126	416
127	356
128	272
129	220
130	211
131	219
132	342
133	793
134	1816
135	3985
136	7510
137	11994
138	15803
139	16943
140	15380
141	11215
142	6993
143	3763
144	2034
145	1215
146	807
147	730
148	617
149	558
150	444
151	419
152	329
153	349
154	293
155	318
156	309
157	252
158	293
159	236
160	258
161	264
162	278
163	271
164	244
165	233
166	223
167	198
168	207
169	212
170	219
171	159
172	198
173	159
174	158
175	142
176	135
177	130
178	147
179	120
180	137
181	136
182	97
183	99
184	85
185	74
186	56
187	57
188	40
189	40
190	18
191	21
192	18
193	8
194	16
195	17
196	5
197	5
198	4
199	4
200	2
201	4
202	0
203	0
204	0
205	1
206	0
207	1
208	0
209	3
210	1
211	2
212	0
213	1
214	2
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	1
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
